,05J01,06J03,06J02,408,1031,1032,1033,basinwide_average
2008-09-01,32.2,23.9,9.9,26.9,24.6,12.0,-999.0,1.0807445239939684
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2008-11-01,0.0,0.0,0.0,0.1,1.2,0.1,-999.0,0.010884824591890616
2008-12-01,0.0,0.0,0.0,3.5,4.3,2.7,-999.0,0.09512963024420963
2009-01-01,0.0,0.0,0.0,8.5,9.4,5.0,-999.0,0.20113725612250632
2009-02-01,19.5,15.5,6.1,18.3,13.8,7.9,-999.0,0.6795320004850183
2009-03-01,23.0,20.4,7.7,23.8,16.4,9.0,-999.0,0.8383914849642209
2009-04-01,29.4,20.4,7.7,27.0,20.1,9.4,-999.0,0.9310704037292319
2009-05-01,33.0,20.4,7.7,27.0,21.9,9.4,-999.0,0.9649914160381338
2009-06-01,33.0,20.4,7.7,27.0,21.9,9.4,-999.0,0.9649914160381338
2009-07-01,33.0,20.4,7.7,27.0,21.9,9.4,-999.0,0.9649914160381338
2009-08-01,33.0,20.4,7.7,27.0,21.9,9.4,-999.0,0.9649914160381338
2009-09-01,33.0,20.4,7.7,27.0,21.9,9.4,-999.0,0.9649914160381338
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2009-11-01,0.0,0.0,0.0,1.2,3.1,1.1,-999.0,0.04694403205060629
2009-12-01,0.0,0.0,0.0,2.5,4.2,2.1,-999.0,0.0786187579310079
2010-01-01,0.0,0.0,0.0,7.3,8.0,4.1,-999.0,0.16943032426630975
2010-02-01,10.4,10.6,4.2,12.1,9.8,5.6,-999.0,0.4507077305333213
2010-03-01,14.2,13.8,4.9,16.0,12.3,7.3,-999.0,0.5793807519176705
2010-04-01,17.8,16.5,6.2,17.9,13.9,9.4,-999.0,0.6982749655399255
2010-05-01,21.2,16.5,6.9,17.9,20.4,9.9,-999.0,0.7844668088903886
2010-06-01,21.2,16.5,6.9,17.9,20.4,9.9,-999.0,0.7844668088903886
2010-07-01,21.2,16.5,6.9,17.9,20.4,9.9,-999.0,0.7844668088903886
2010-08-01,21.2,16.5,6.9,17.9,20.4,9.9,-999.0,0.7844668088903886
2010-09-01,21.2,16.5,6.9,17.9,20.4,9.9,-999.0,0.7844668088903886
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2010-11-01,0.0,0.0,0.0,2.5,5.6,2.1,-999.0,0.08880798646084775
2010-12-01,0.0,0.0,0.0,8.5,12.1,5.1,-999.0,0.2222201439198567
2011-01-01,0.0,0.0,0.0,15.2,18.2,7.5,-999.0,0.3491604681099652
2011-02-01,24.6,18.8,7.5,21.8,21.2,10.0,-999.0,0.8670502615390276
2011-03-01,30.3,24.4,9.4,27.7,26.0,13.9,-999.0,1.108053561657104
2011-04-01,37.3,28.6,12.8,35.6,33.3,16.7,-999.0,1.3887140536534759
2011-05-01,48.0,32.4,15.2,41.9,44.0,21.3,-999.0,1.70956068427852
2011-06-01,48.0,32.4,15.2,41.9,45.8,21.3,-999.0,1.7226611209597429
2011-07-01,48.0,32.4,15.2,41.9,45.8,21.3,-999.0,1.7226611209597429
2011-08-01,48.0,32.4,15.2,41.9,45.8,21.3,-999.0,1.7226611209597429
2011-09-01,48.0,32.4,15.2,41.9,45.8,21.3,-999.0,1.7226611209597429
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2011-11-01,0.0,0.0,0.0,0.5,2.0,0.6,-999.0,0.02674427422114121
2011-12-01,0.0,0.0,0.0,4.5,5.9,2.9,-999.0,0.11682860202303152
2012-01-01,0.0,0.0,0.0,6.2,6.3,4.0,-999.0,0.1477168158629327
2012-02-01,11.0,9.5,4.5,11.2,9.1,5.2,-999.0,0.4337836686060578
2012-03-01,16.9,15.4,5.4,17.9,12.1,7.4,-999.0,0.629273913154214
2012-04-01,16.9,15.4,5.4,17.9,12.5,7.4,-999.0,0.6321851213055968
2012-05-01,16.9,15.4,5.4,17.9,12.5,7.4,-999.0,0.6321851213055968
2012-06-01,16.9,15.4,5.4,17.9,12.5,7.4,-999.0,0.6321851213055968
2012-07-01,16.9,15.4,5.4,17.9,12.5,7.4,-999.0,0.6321851213055968
2012-08-01,16.9,15.4,5.4,17.9,12.5,7.4,-999.0,0.6321851213055968
2012-09-01,16.9,15.4,5.4,17.9,12.5,7.4,-999.0,0.6321851213055968
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,3.1,0.8,-999.0,0.034019725377347744
2012-12-01,0.0,0.0,0.0,1.4,3.8,1.5,-999.0,0.059205512142043226
2013-01-01,0.0,0.0,0.0,8.0,6.3,3.9,-999.0,0.15922599560748055
2013-02-01,8.6,8.9,4.2,11.4,8.0,5.3,-999.0,0.4050891983327945
2013-03-01,14.6,13.6,5.9,15.5,10.8,8.2,-999.0,0.5957971429911361
2013-04-01,20.4,17.7,6.8,19.7,13.0,9.7,-999.0,0.7433568036539805
2013-05-01,26.8,18.6,9.9,19.7,19.6,11.2,-999.0,0.9100616989818501
2013-06-01,26.8,18.6,9.9,19.7,19.6,11.2,-999.0,0.9100616989818501
2013-07-01,26.8,18.6,9.9,19.7,19.6,11.2,-999.0,0.9100616989818501
2013-08-01,26.8,18.6,9.9,19.7,19.6,11.2,-999.0,0.9100616989818501
2013-09-01,26.8,18.6,9.9,19.7,19.6,11.2,-999.0,0.9100616989818501
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2013-11-01,0.0,0.0,0.0,2.0,3.7,1.9,-999.0,0.0685204453796177
2013-12-01,0.0,0.0,0.0,4.9,6.0,3.6,-999.0,0.1304579029383949
2014-01-01,0.0,0.0,0.0,9.7,9.2,5.5,-999.0,0.21547042427110616
2014-02-01,17.2,16.2,5.5,19.2,13.3,8.8,-999.0,0.6768765656036461
2014-03-01,26.0,24.5,8.5,29.9,19.9,11.2,-999.0,1.001181990381754
2014-04-01,31.8,27.2,9.9,36.5,24.6,14.4,-999.0,1.2066305888427813
2014-05-01,35.4,27.2,9.9,36.5,28.9,14.4,-999.0,1.2587466520978257
2014-06-01,35.4,27.2,9.9,36.5,28.9,14.4,-999.0,1.2587466520978257
2014-07-01,35.4,27.2,9.9,36.5,28.9,14.4,-999.0,1.2587466520978257
2014-08-01,35.4,27.2,9.9,36.5,28.9,14.4,-999.0,1.2587466520978257
2014-09-01,35.4,27.2,9.9,36.5,28.9,14.4,-999.0,1.2587466520978257
2014-10-01,0.0,0.0,0.0,0.0,0.8,0.0,-999.0,0.005822416302765647
2014-11-01,0.0,0.0,0.0,0.1,0.9,1.0,-999.0,0.021591513458000717
2014-12-01,0.0,0.0,0.0,5.2,5.0,3.4,-999.0,0.1224723190955825
2015-01-01,0.0,0.0,0.0,10.1,8.4,6.1,-999.0,0.2211172740703418
2015-02-01,11.0,9.6,4.0,12.1,9.5,6.7,-999.0,0.4567866915598838
2015-03-01,16.6,13.6,5.7,16.7,13.0,9.3,-999.0,0.6443123231520348
2015-04-01,20.0,13.6,6.5,16.7,15.5,9.3,-999.0,0.6959537311155466
2015-05-01,22.4,13.6,6.5,16.7,16.8,9.3,-999.0,0.7192955413593269
2015-06-01,22.4,13.6,6.5,16.7,17.4,9.3,-999.0,0.7236623535864011
2015-07-01,22.4,13.6,6.5,16.7,17.4,9.3,-999.0,0.7236623535864011
2015-08-01,22.4,13.6,6.5,16.7,17.4,9.3,-999.0,0.7236623535864011
2015-09-01,22.4,13.6,6.5,16.7,17.4,9.3,-999.0,0.7236623535864011
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2015-11-01,0.0,0.0,0.0,0.4,1.8,1.1,-999.0,0.031730866660805795
2015-12-01,0.0,0.0,0.0,3.7,5.0,3.2,-999.0,0.10882334311116293
2016-01-01,0.0,0.0,0.0,9.2,8.2,5.8,-999.0,0.2088942654080692
2016-02-01,12.1,11.8,6.2,14.9,11.2,8.6,-999.0,0.5773031702345338
2016-03-01,16.2,16.2,7.9,18.0,13.1,9.7,-999.0,0.7152473950379985
2016-04-01,24.3,19.6,7.9,24.4,20.4,14.5,-999.0,0.9555409990569185
2016-05-01,25.6,19.6,8.1,24.4,23.2,14.5,-999.0,0.9868836173244003
2016-06-01,25.6,19.6,8.1,24.4,23.2,14.5,-999.0,0.9868836173244003
2016-07-01,25.6,19.6,8.1,24.4,23.2,14.5,-999.0,0.9868836173244003
2016-08-01,25.6,19.6,8.1,24.4,23.2,14.5,-999.0,0.9868836173244003
2016-09-01,25.6,19.6,8.1,24.4,23.2,14.5,-999.0,0.9868836173244003
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2016-12-01,0.0,0.0,0.0,3.1,3.0,2.2,-999.0,0.07563117042573052
2017-01-01,0.0,0.0,0.0,10.6,9.2,5.5,-999.0,0.22194113053113826
2017-02-01,20.0,17.1,9.2,19.0,16.4,10.0,-999.0,0.8018900409549903
2017-03-01,23.6,20.0,11.1,22.7,20.4,12.0,-999.0,0.9616008771207661
2017-04-01,24.8,20.0,11.1,22.7,21.2,12.0,-999.0,0.974363485299425
2017-05-01,24.8,20.0,11.1,22.7,25.0,12.0,-999.0,1.0020199627375617
2017-06-01,24.8,20.0,11.1,22.7,25.0,12.0,-999.0,1.0020199627375617
2017-07-01,24.8,20.0,11.1,22.7,25.0,12.0,-999.0,1.0020199627375617
2017-08-01,24.8,20.0,11.1,22.7,25.0,12.0,-999.0,1.0020199627375617
2017-09-01,24.8,20.0,11.1,22.7,25.0,12.0,-999.0,1.0020199627375617
2017-10-01,0.0,0.0,0.0,0.2,0.0,0.0,-999.0,0.0014379347244515785
2017-11-01,0.0,0.0,0.0,0.2,3.1,0.0,-999.0,0.02399979789766846
2017-12-01,0.0,0.0,0.0,3.8,5.8,2.6,-999.0,0.10677133012305623
2018-01-01,0.0,0.0,0.0,7.3,8.1,4.7,-999.0,0.1787515229572536
2018-02-01,11.8,10.3,4.3,11.4,10.8,6.5,-999.0,0.47340777408629675
2018-03-01,18.0,15.3,5.2,18.2,14.4,9.0,-999.0,0.6732505421316274
2018-04-01,24.2,17.4,6.3,22.3,18.5,11.2,-999.0,0.8346707822415937
2018-05-01,29.0,17.4,6.3,22.3,21.0,11.2,-999.0,0.8806266006913085
2018-06-01,29.0,17.4,6.3,22.3,21.0,11.2,-999.0,0.8806266006913085
2018-07-01,29.0,17.4,6.3,22.3,21.0,11.2,-999.0,0.8806266006913085
2018-08-01,29.0,17.4,6.3,22.3,21.0,11.2,-999.0,0.8806266006913085
2018-09-01,29.0,17.4,6.3,22.3,21.0,11.2,-999.0,0.8806266006913085
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2018-11-01,0.0,0.0,0.0,0.2,2.5,0.3,-999.0,0.023929683997143302
2018-12-01,0.0,0.0,0.0,6.2,7.0,3.0,-999.0,0.13848910237268908
2019-01-01,0.0,0.0,0.0,9.8,8.8,4.1,-999.0,0.1932269246247201
2019-02-01,16.2,14.5,4.8,16.3,12.8,6.8,-999.0,0.5931213452950834
2019-03-01,19.6,18.9,5.6,21.7,16.0,9.0,-999.0,0.7532640711513464
2019-04-01,25.3,23.2,10.3,29.3,22.3,14.6,-999.0,1.0802218141880864
2019-05-01,26.8,23.2,10.3,29.3,25.1,14.6,-999.0,1.1092755110926324
2019-06-01,26.8,23.2,10.3,29.3,25.1,14.6,-999.0,1.1092755110926324
2019-07-01,26.8,23.2,10.3,29.3,25.1,14.6,-999.0,1.1092755110926324
2019-08-01,26.8,23.2,10.3,29.3,25.1,14.6,-999.0,1.1092755110926324
2019-09-01,26.8,23.2,10.3,29.3,25.1,14.6,-999.0,1.1092755110926324
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2019-11-01,0.0,0.0,0.0,3.3,3.2,2.2,-999.0,0.0785247092258735
2019-12-01,0.0,0.0,0.0,5.5,5.3,4.1,-999.0,0.13683825672441147
2020-01-01,0.0,0.0,0.0,11.1,8.3,6.1,-999.0,0.227579145654754
2020-02-01,14.8,15.5,4.3,17.8,11.2,7.7,-999.0,0.5959568468780246
2020-03-01,24.6,21.8,7.2,27.7,16.7,11.0,-999.0,0.9084221499079052
2020-04-01,24.6,21.8,7.2,30.4,19.8,12.4,-999.0,0.9704473907184474
2020-05-01,24.6,21.8,7.2,30.4,23.3,12.4,-999.0,0.9959204620430473
2020-06-01,24.6,21.8,7.2,30.4,23.3,12.4,-999.0,0.9959204620430473
2020-07-01,24.6,21.8,7.2,30.4,23.3,12.4,-999.0,0.9959204620430473
2020-08-01,24.6,21.8,7.2,30.4,23.3,12.4,-999.0,0.9959204620430473
2020-09-01,24.6,21.8,7.2,30.4,23.3,12.4,-999.0,0.9959204620430473
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2020-11-01,0.0,0.0,0.0,1.0,2.0,1.3,-999.0,0.04036474046088465
2020-12-01,0.0,0.0,0.0,2.7,5.2,2.6,-999.0,0.09449587691149831
2021-01-01,0.0,0.0,0.0,6.3,7.6,4.7,-999.0,0.1679228391457672
2021-02-01,9.8,8.5,4.0,9.8,10.0,6.0,-999.0,0.418655294861842
2021-03-01,15.2,16.3,5.9,18.7,14.4,8.2,-999.0,0.668770075045697
2021-04-01,20.5,18.5,7.0,22.1,17.5,11.5,-999.0,0.829180606797347
2021-05-01,22.6,18.5,7.0,22.1,19.0,11.5,-999.0,0.8522429731478454
2021-06-01,-999.0,-999.0,-999.0,22.1,19.0,11.5,-999.0,0.9237618868539293
2021-07-01,-999.0,-999.0,-999.0,22.1,19.0,11.5,-999.0,0.9237618868539293
2021-08-01,-999.0,-999.0,-999.0,22.1,19.0,11.5,-999.0,0.9237618868539293
2021-09-01,-999.0,-999.0,-999.0,22.1,19.0,11.5,-999.0,0.9237618868539293
