,06K47,06K48,06K28,06K09,06K51,06K52,1041,1040,842,basinwide_average
1989-08-01,-999.0,-999.0,7.8,17.3,-999.0,-999.0,-999.0,-999.0,19.6,0.9812384457792392
1989-09-01,-999.0,-999.0,7.8,17.3,-999.0,-999.0,-999.0,-999.0,19.6,0.9812384457792392
1989-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1989-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.8,0.0118998201189982
1989-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.1,0.046111802961118026
1990-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.4,0.11007333610073335
1990-02-01,-999.0,-999.0,3.0,9.5,-999.0,-999.0,-999.0,-999.0,9.6,0.4556901210674373
1990-03-01,-999.0,-999.0,3.8,12.7,-999.0,-999.0,-999.0,-999.0,11.6,0.5800332048722848
1990-04-01,-999.0,-999.0,4.0,15.8,-999.0,-999.0,-999.0,-999.0,16.7,0.7180297348397987
1990-05-01,-999.0,-999.0,4.0,18.6,-999.0,-999.0,-999.0,-999.0,19.2,0.8020701602463528
1990-06-01,-999.0,-999.0,4.0,18.6,-999.0,-999.0,-999.0,-999.0,19.2,0.8020701602463528
1990-07-01,-999.0,-999.0,4.0,18.6,-999.0,-999.0,-999.0,-999.0,19.2,0.8020701602463528
1990-08-01,-999.0,-999.0,4.0,18.6,-999.0,-999.0,-999.0,-999.0,19.2,0.8020701602463528
1990-09-01,-999.0,-999.0,4.0,18.6,-999.0,-999.0,-999.0,-999.0,19.2,0.8020701602463528
1990-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1990-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,2.3,0.03421198284211983
1990-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,5.0,0.07437387574373876
1991-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.7,0.11453576864535768
1991-02-01,-999.0,-999.0,4.2,7.7,-999.0,-999.0,-999.0,-999.0,10.6,0.5020148330025991
1991-03-01,-999.0,-999.0,4.8,10.6,-999.0,-999.0,-999.0,-999.0,12.9,0.6155386601778552
1991-04-01,-999.0,-999.0,5.9,15.4,-999.0,-999.0,-999.0,-999.0,20.2,0.8608839826984207
1991-05-01,-999.0,-999.0,5.9,18.2,-999.0,-999.0,-999.0,-999.0,26.8,1.0059109862148405
1991-06-01,-999.0,-999.0,5.9,18.2,-999.0,-999.0,-999.0,-999.0,26.8,1.0059109862148405
1991-07-01,-999.0,-999.0,5.9,18.2,-999.0,-999.0,-999.0,-999.0,26.8,1.0059109862148405
1991-08-01,-999.0,-999.0,5.9,18.2,-999.0,-999.0,-999.0,-999.0,26.8,1.0059109862148405
1991-09-01,-999.0,-999.0,5.9,18.2,-999.0,-999.0,-999.0,-999.0,26.8,1.0059109862148405
1991-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1991-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,2.1,0.03123702781237028
1991-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.6,0.11304829113048291
1992-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.9,0.11751072367510723
1992-02-01,-999.0,-999.0,4.8,9.0,-999.0,-999.0,-999.0,-999.0,10.1,0.5471158683129702
1992-03-01,-999.0,-999.0,5.1,10.9,-999.0,-999.0,-999.0,-999.0,13.6,0.6463635282825155
1992-04-01,-999.0,-999.0,6.0,15.4,-999.0,-999.0,-999.0,-999.0,20.9,0.8764271616288654
1992-05-01,-999.0,-999.0,6.0,15.5,-999.0,-999.0,-999.0,-999.0,20.9,0.8781005004693898
1992-06-01,-999.0,-999.0,6.0,15.5,-999.0,-999.0,-999.0,-999.0,20.9,0.8781005004693898
1992-07-01,-999.0,-999.0,6.0,15.5,-999.0,-999.0,-999.0,-999.0,20.9,0.8781005004693898
1992-08-01,-999.0,-999.0,6.0,15.5,-999.0,-999.0,-999.0,-999.0,20.9,0.8781005004693898
1992-09-01,-999.0,-999.0,6.0,15.5,-999.0,-999.0,-999.0,-999.0,20.9,0.8781005004693898
1992-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1992-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.7,0.025287117752871176
1992-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,6.7,0.09966099349660994
1993-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,8.2,0.12197315621973154
1993-02-01,-999.0,-999.0,4.9,8.4,-999.0,-999.0,-999.0,-999.0,13.7,0.5957558621316367
1993-03-01,-999.0,-999.0,7.9,14.2,-999.0,-999.0,-999.0,-999.0,22.0,0.970195238406297
1993-04-01,-999.0,-999.0,7.9,15.9,-999.0,-999.0,-999.0,-999.0,29.8,1.114665244855445
1993-05-01,-999.0,-999.0,7.9,23.9,-999.0,-999.0,-999.0,-999.0,34.0,1.311006407722142
1993-06-01,-999.0,-999.0,7.9,23.9,-999.0,-999.0,-999.0,-999.0,34.0,1.311006407722142
1993-07-01,-999.0,-999.0,7.9,23.9,-999.0,-999.0,-999.0,-999.0,34.0,1.311006407722142
1993-08-01,-999.0,-999.0,7.9,23.9,-999.0,-999.0,-999.0,-999.0,34.0,1.311006407722142
1993-09-01,-999.0,-999.0,7.9,23.9,-999.0,-999.0,-999.0,-999.0,34.0,1.311006407722142
1993-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1993-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.0,0.04462432544624325
1993-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,6.2,0.09222360592223605
1994-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,8.8,0.13089802130898023
1994-02-01,-999.0,-999.0,4.0,9.5,-999.0,-999.0,-999.0,-999.0,11.6,0.5367480346281447
1994-03-01,-999.0,-999.0,5.1,12.1,-999.0,-999.0,-999.0,-999.0,15.2,0.6902432346068054
1994-04-01,-999.0,-999.0,5.1,14.5,-999.0,-999.0,-999.0,-999.0,17.4,0.7631278721066374
1994-05-01,-999.0,-999.0,5.1,15.0,-999.0,-999.0,-999.0,-999.0,19.6,0.8042190716365049
1994-06-01,-999.0,-999.0,5.1,15.0,-999.0,-999.0,-999.0,-999.0,19.6,0.8042190716365049
1994-07-01,-999.0,-999.0,5.1,15.0,-999.0,-999.0,-999.0,-999.0,19.6,0.8042190716365049
1994-08-01,-999.0,-999.0,5.1,15.0,-999.0,-999.0,-999.0,-999.0,19.6,0.8042190716365049
1994-09-01,-999.0,-999.0,5.1,15.0,-999.0,-999.0,-999.0,-999.0,19.6,0.8042190716365049
1994-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1994-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.0,0.01487477514874775
1994-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.1,0.046111802961118026
1995-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.6,0.06842396568423965
1995-02-01,-999.0,-999.0,3.4,8.3,-999.0,-999.0,-999.0,-999.0,7.5,0.42489637247405826
1995-03-01,-999.0,-999.0,5.4,11.2,-999.0,-999.0,-999.0,-999.0,13.2,0.6608261437235534
1995-04-01,-999.0,-999.0,7.0,16.4,-999.0,-999.0,-999.0,-999.0,19.1,0.9176943180295757
1995-05-01,-999.0,-999.0,7.0,23.0,-999.0,-999.0,-999.0,-999.0,25.9,1.1292831525156746
1995-06-01,-999.0,-999.0,7.0,23.0,-999.0,-999.0,-999.0,-999.0,30.3,1.1947321631701646
1995-07-01,-999.0,-999.0,7.0,23.0,-999.0,-999.0,-999.0,-999.0,30.3,1.1947321631701646
1995-08-01,-999.0,-999.0,7.0,23.0,-999.0,-999.0,-999.0,-999.0,30.3,1.1947321631701646
1995-09-01,-999.0,-999.0,7.0,23.0,-999.0,-999.0,-999.0,-999.0,30.3,1.1947321631701646
1995-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.0,0.01487477514874775
1995-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.4,0.05057423550574235
1995-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,8.1,0.12048567870485677
1996-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,10.9,0.1621350491213505
1996-02-01,-999.0,-999.0,5.7,17.7,-999.0,-999.0,-999.0,-999.0,18.1,0.8578720755654704
1996-03-01,-999.0,-999.0,7.5,21.0,-999.0,-999.0,-999.0,-999.0,24.0,1.0932084845541705
1996-04-01,-999.0,-999.0,8.0,25.3,-999.0,-999.0,-999.0,-999.0,29.5,1.2726274996464406
1996-05-01,-999.0,-999.0,8.0,27.9,-999.0,-999.0,-999.0,-999.0,34.9,1.3964580953033143
1996-06-01,-999.0,-999.0,8.0,27.9,-999.0,-999.0,-999.0,-999.0,34.9,1.3964580953033143
1996-07-01,-999.0,-999.0,8.0,27.9,-999.0,-999.0,-999.0,-999.0,34.9,1.3964580953033143
1996-08-01,-999.0,-999.0,8.0,27.9,-999.0,-999.0,-999.0,-999.0,34.9,1.3964580953033143
1996-09-01,-999.0,-999.0,8.0,27.9,-999.0,-999.0,-999.0,-999.0,34.9,1.3964580953033143
1996-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1996-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.3,0.04908675799086757
1996-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.3,0.10858585858585858
1997-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,14.3,0.21270928462709285
1997-02-01,-999.0,-999.0,7.6,19.8,-999.0,-999.0,-999.0,-999.0,21.4,1.039584839407454
1997-03-01,-999.0,-999.0,9.6,20.4,-999.0,-999.0,-999.0,-999.0,23.9,1.189428536848894
1997-04-01,-999.0,-999.0,9.6,23.2,-999.0,-999.0,-999.0,-999.0,28.1,1.2987560800083193
1997-05-01,-999.0,-999.0,9.6,23.2,-999.0,-999.0,-999.0,-999.0,33.6,1.380567343326432
1997-06-01,-999.0,-999.0,9.6,23.2,-999.0,-999.0,-999.0,-999.0,33.6,1.380567343326432
1997-07-01,-999.0,-999.0,9.6,23.2,-999.0,-999.0,-999.0,-999.0,33.6,1.380567343326432
1997-08-01,-999.0,-999.0,9.6,23.2,-999.0,-999.0,-999.0,-999.0,33.6,1.380567343326432
1997-09-01,-999.0,-999.0,9.6,23.2,-999.0,-999.0,-999.0,-999.0,33.6,1.380567343326432
1997-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1997-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.2,0.017849730178497298
1997-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.7,0.06991144319911442
1998-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,5.8,0.08627369586273696
1998-02-01,-999.0,-999.0,3.8,9.4,-999.0,-999.0,-999.0,-999.0,8.6,0.48018869768873457
1998-03-01,-999.0,-999.0,5.2,14.1,-999.0,-999.0,-999.0,-999.0,12.3,0.6857039998122473
1998-04-01,-999.0,-999.0,5.2,16.1,-999.0,-999.0,-999.0,-999.0,16.2,0.7771823997028525
1998-05-01,-999.0,-999.0,5.2,16.1,-999.0,-999.0,-999.0,-999.0,19.5,0.8262691576937201
1998-06-01,-999.0,-999.0,5.2,16.1,-999.0,-999.0,-999.0,-999.0,19.5,0.8262691576937201
1998-07-01,-999.0,-999.0,5.2,16.1,-999.0,-999.0,-999.0,-999.0,19.5,0.8262691576937201
1998-08-01,-999.0,-999.0,5.2,16.1,-999.0,-999.0,-999.0,-999.0,19.5,0.8262691576937201
1998-09-01,-999.0,-999.0,5.2,16.1,-999.0,-999.0,-999.0,-999.0,19.5,0.8262691576937201
1998-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1998-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.2,0.017849730178497298
1998-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.1,0.046111802961118026
1999-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.3,0.06396153313961532
1999-02-01,-999.0,-999.0,3.7,9.6,-999.0,-999.0,-999.0,-999.0,8.6,0.4784045390434622
1999-03-01,-999.0,-999.0,5.0,14.8,-999.0,-999.0,-999.0,-999.0,10.2,0.6559186712309057
1999-04-01,-999.0,-999.0,5.0,16.2,-999.0,-999.0,-999.0,-999.0,11.6,0.700170100206495
1999-05-01,-999.0,-999.0,5.0,16.3,-999.0,-999.0,-999.0,-999.0,15.4,0.758367584612261
1999-06-01,-999.0,-999.0,5.0,16.3,-999.0,-999.0,-999.0,-999.0,15.4,0.758367584612261
1999-07-01,-999.0,-999.0,5.0,16.3,-999.0,-999.0,-999.0,-999.0,15.4,0.758367584612261
1999-08-01,-999.0,-999.0,5.0,16.3,-999.0,-999.0,-999.0,-999.0,15.4,0.758367584612261
1999-09-01,-999.0,-999.0,5.0,16.3,-999.0,-999.0,-999.0,-999.0,15.4,0.758367584612261
1999-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1999-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.3,0.0044624325446243245
1999-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.3,0.019337207693372077
2000-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.9,0.058011623080116224
2000-02-01,-999.0,-999.0,3.0,9.1,-999.0,-999.0,-999.0,-999.0,9.1,0.4415593781309655
2000-03-01,-999.0,-999.0,5.5,13.6,-999.0,-999.0,-999.0,-999.0,14.1,0.7195044098563345
2000-04-01,-999.0,-999.0,5.5,15.4,-999.0,-999.0,-999.0,-999.0,18.8,0.819535952184889
2000-05-01,-999.0,-999.0,5.5,19.6,-999.0,-999.0,-999.0,-999.0,21.5,0.9299780763885351
2000-06-01,-999.0,-999.0,5.5,19.6,-999.0,-999.0,-999.0,-999.0,21.5,0.9299780763885351
2000-07-01,-999.0,-999.0,5.5,19.6,-999.0,-999.0,-999.0,-999.0,21.5,0.9299780763885351
2000-08-01,-999.0,-999.0,5.5,19.6,-999.0,-999.0,-999.0,-999.0,21.5,0.9299780763885351
2000-09-01,-999.0,-999.0,5.5,19.6,-999.0,-999.0,-999.0,-999.0,21.5,0.9299780763885351
2000-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
2000-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.4,0.02082468520824685
2000-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.4,0.06544901065449012
2001-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.7,0.11453576864535768
2001-02-01,-999.0,-999.0,4.6,9.6,-999.0,-999.0,-999.0,-999.0,9.5,0.5379693636142259
2001-03-01,-999.0,-999.0,5.2,10.6,-999.0,-999.0,-999.0,-999.0,12.1,0.6241621853641418
2001-04-01,-999.0,-999.0,5.2,17.1,-999.0,-999.0,-999.0,-999.0,16.1,0.7924283105932224
2001-05-01,-999.0,-999.0,5.2,17.1,-999.0,-999.0,-999.0,-999.0,18.2,0.8236653384055926
2001-06-01,-999.0,-999.0,5.2,17.1,-999.0,-999.0,-999.0,-999.0,18.2,0.8236653384055926
2001-07-01,-999.0,-999.0,5.2,17.1,-999.0,-999.0,-999.0,-999.0,18.2,0.8236653384055926
2001-08-01,-999.0,-999.0,5.2,17.1,-999.0,-999.0,-999.0,-999.0,18.2,0.8236653384055926
2001-09-01,-999.0,-999.0,5.2,17.1,-999.0,-999.0,-999.0,-999.0,18.2,0.8236653384055926
2001-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
2001-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.6,0.008924865089248649
2001-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.6,0.06842396568423965
2002-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.4,0.11007333610073335
2002-02-01,-999.0,-999.0,3.0,10.6,-999.0,-999.0,-999.0,-999.0,9.4,0.47112189328345666
2002-03-01,-999.0,-999.0,5.1,11.9,-999.0,-999.0,-999.0,-999.0,12.4,0.6452471865092627
2002-04-01,-999.0,-999.0,5.1,14.6,-999.0,-999.0,-999.0,-999.0,14.6,0.7231518405306682
2002-05-01,-999.0,-999.0,5.1,14.6,-999.0,-999.0,-999.0,-999.0,14.6,0.7231518405306682
2002-06-01,-999.0,-999.0,5.1,14.6,-999.0,-999.0,-999.0,-999.0,14.6,0.7231518405306682
2002-07-01,-999.0,-999.0,5.1,14.6,-999.0,-999.0,-999.0,-999.0,14.6,0.7231518405306682
2002-08-01,-999.0,-999.0,5.1,14.6,-999.0,-999.0,-999.0,-999.0,14.6,0.7231518405306682
2002-09-01,-999.0,-999.0,5.1,14.6,-999.0,-999.0,-999.0,-999.0,14.6,0.7231518405306682
2002-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
2002-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,3.1,0.03458385222083852
2002-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,4.9,6.9,0.1668071427919136
2003-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,6.4,8.9,0.2166183406366099
2003-02-01,-999.0,-999.0,3.5,11.4,-999.0,-999.0,-999.0,7.3,10.5,0.5287224163188241
2003-03-01,-999.0,-999.0,5.1,15.2,-999.0,-999.0,-999.0,10.6,14.8,0.746451636311801
2003-04-01,-999.0,-999.0,5.6,20.1,-999.0,-999.0,-999.0,14.2,20.6,0.9578904311136112
2003-05-01,-999.0,-999.0,5.6,22.5,-999.0,-999.0,-999.0,14.2,25.9,1.0471377614593236
2003-06-01,-999.0,-999.0,5.6,22.5,-999.0,-999.0,-999.0,14.2,25.9,1.0471377614593236
2003-07-01,-999.0,-999.0,5.6,22.5,-999.0,-999.0,-999.0,14.2,25.9,1.0471377614593236
2003-08-01,-999.0,-999.0,5.6,22.5,-999.0,-999.0,-999.0,14.2,25.9,1.0471377614593236
2003-09-01,-999.0,-999.0,5.6,22.5,-999.0,-999.0,0.0,14.2,25.9,0.8377102091674589
2003-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0
2003-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0
2003-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,2.2,3.0,3.8,0.11879313913268637
2004-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,4.1,5.5,6.4,0.21396879199871507
2004-02-01,-999.0,-999.0,6.3,8.9,-999.0,-999.0,6.7,8.3,9.3,0.6125309921932424
2004-03-01,10.3,-999.0,7.1,10.8,9.2,11.3,8.7,11.4,12.2,0.6900307319361599
2004-04-01,12.8,-999.0,7.1,13.4,10.9,13.4,8.7,11.4,14.3,0.7615079671225546
2004-05-01,16.0,-999.0,7.1,15.3,13.6,18.1,8.7,11.4,16.4,0.8578488465915106
2004-06-01,16.0,-999.0,7.1,15.3,13.6,18.1,8.7,11.4,16.4,0.8578488465915106
2004-07-01,16.0,-999.0,7.1,15.3,13.6,18.1,8.7,11.4,16.4,0.8578488465915106
2004-08-01,16.0,-999.0,7.1,15.3,13.6,18.1,8.7,11.4,16.4,0.8578488465915106
2004-09-01,16.0,-999.0,7.1,15.3,13.6,18.1,8.7,11.4,16.4,0.8578488465915106
2004-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.4,0.7,0.8,0.015524350845607889
2004-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,2.9,4.1,3.7,0.09190047178650657
2005-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,4.3,5.1,6.0,0.13015547909698288
2005-02-01,8.3,-999.0,4.8,8.8,8.8,10.6,7.3,8.8,10.4,0.5616036197221302
2005-03-01,11.2,-999.0,7.8,12.9,11.3,13.9,9.8,11.9,14.2,0.7835635850183624
2005-04-01,12.6,-999.0,8.6,15.3,14.4,15.9,11.7,15.2,17.7,0.9307439515781728
2005-05-01,14.2,-999.0,8.6,15.3,14.4,16.0,11.7,15.2,19.7,0.9537817714170206
2005-06-01,14.2,-999.0,8.6,15.3,14.4,16.0,11.7,15.2,19.7,0.9537817714170206
2005-07-01,14.2,-999.0,8.6,15.3,14.4,16.0,11.7,15.2,19.7,0.9537817714170206
2005-08-01,14.2,-999.0,8.6,15.3,14.4,16.0,11.7,15.2,19.7,0.9537817714170206
2005-09-01,14.2,-999.0,8.6,15.3,14.4,16.0,11.7,15.2,19.7,0.9537817714170206
2005-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.4,0.6,1.4,0.017954540750023642
2005-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,2.1,3.1,6.4,0.0885038830388565
2006-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,5.8,6.9,13.5,0.20591074317309127
2006-02-01,14.7,-999.0,4.8,18.1,14.1,15.5,8.5,10.4,18.2,0.8067748666656935
2006-03-01,17.4,14.4,6.5,22.1,14.4,16.8,9.6,11.6,22.0,0.9394664188088373
2006-04-01,20.3,17.1,8.2,25.7,18.0,21.1,11.8,14.9,27.1,1.1491121425752697
2006-05-01,22.4,19.1,8.2,27.8,18.0,21.1,11.8,14.9,27.1,1.188433954858292
2006-06-01,22.4,19.1,8.2,27.8,18.0,21.1,11.8,14.9,27.1,1.188433954858292
2006-07-01,22.4,19.1,8.2,27.8,18.0,21.1,11.8,14.9,27.1,1.188433954858292
2006-08-01,22.4,19.1,8.2,27.8,18.0,21.1,11.8,14.9,27.1,1.188433954858292
2006-09-01,22.4,19.1,8.2,27.8,18.0,21.1,11.8,14.9,27.1,1.188433954858292
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.003966606706332734
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.1,2.6,0.04238992059820422
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.4,5.2,0.09466803902159712
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.7,6.1,7.3,0.13441667004012306
2007-02-01,8.9,8.9,4.4,9.5,7.6,9.4,7.3,9.4,9.4,0.5499754735560745
2007-03-01,13.2,12.2,6.0,15.7,7.6,12.9,9.9,12.5,13.3,0.7548592306684929
2007-04-01,13.4,12.4,6.0,15.7,16.8,13.4,9.9,12.5,15.9,0.8307651329205118
2007-05-01,16.9,15.1,6.0,18.6,16.8,16.7,9.9,12.5,16.7,0.9118810778553177
2007-06-01,16.9,15.1,6.0,18.6,16.8,16.7,9.9,12.5,16.7,0.9118810778553177
2007-07-01,16.9,15.1,6.0,18.6,16.8,16.7,9.9,12.5,16.7,0.9118810778553177
2007-08-01,16.9,15.1,6.0,18.6,16.8,16.7,9.9,12.5,16.7,0.9118810778553177
2007-09-01,16.9,15.1,6.0,18.6,16.8,16.7,9.9,12.5,16.7,0.9118810778553177
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.010908168442415019
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,3.7,0.04132571501281625
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.9,5.5,8.5,0.13754251908806048
2008-02-01,11.6,10.4,6.0,13.3,10.9,12.5,9.1,9.9,15.0,0.7156190145346621
2008-03-01,17.8,16.4,9.1,20.0,17.1,18.9,12.1,13.3,19.7,1.046770751376878
2008-04-01,17.8,18.2,9.6,22.7,20.1,21.9,14.9,17.4,25.6,1.211502047789621
2008-05-01,23.8,19.7,9.6,22.7,61.0,24.8,14.9,17.4,26.0,1.5339188459890507
2008-06-01,23.8,19.7,9.6,22.7,61.0,24.8,14.9,17.4,26.0,1.5339188459890507
2008-07-01,23.8,19.7,9.6,22.7,61.0,24.8,14.9,17.4,26.0,1.5339188459890507
2008-08-01,23.8,19.7,9.6,22.7,61.0,24.8,14.9,17.4,26.0,1.5339188459890507
2008-09-01,23.8,19.7,9.6,22.7,61.0,24.8,14.9,17.4,26.0,1.5339188459890507
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0014874775148747748
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.9,2.9,0.06381595415167667
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.8,10.9,0.21039711432511674
2009-02-01,11.3,10.0,7.0,14.1,11.0,12.1,10.9,11.9,16.2,0.77149016016354
2009-03-01,14.1,12.0,7.9,16.2,13.3,14.2,12.7,13.9,19.0,0.9061113648813682
2009-04-01,17.1,14.9,7.9,22.1,17.2,19.6,14.6,16.4,23.3,1.09639474992349
2009-05-01,18.8,16.4,7.9,22.8,17.2,19.6,14.6,16.4,25.2,1.1312050446444777
2009-06-01,18.8,16.4,7.9,22.8,17.2,19.6,14.6,16.4,25.2,1.1312050446444777
2009-07-01,18.8,16.4,7.9,22.8,17.2,19.6,14.6,16.4,25.2,1.1312050446444777
2009-08-01,18.8,16.4,7.9,22.8,17.2,19.6,14.6,16.4,25.2,1.1312050446444777
2009-09-01,18.8,16.4,7.9,22.8,17.2,19.6,14.6,16.4,25.2,1.1312050446444777
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,2.0,0.019966874979240816
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.8,3.6,0.045936148475339306
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.2,6.8,0.11531351127101291
2010-02-01,6.9,5.6,2.5,7.0,6.7,8.1,4.9,6.2,9.3,0.4024489899468258
2010-03-01,9.8,8.0,4.8,11.8,9.7,11.4,7.2,9.0,12.5,0.6047414449569617
2010-04-01,12.3,10.2,6.4,12.2,11.6,13.7,8.5,10.7,14.6,0.7290506544463701
2010-05-01,12.8,11.5,6.4,14.6,11.6,13.7,8.5,10.7,18.9,0.7763139543769939
