,07M10,06M14,07M20,07M17,327,624,839,basinwide_average
2010-04-01,10.8,6.2,8.9,5.4,21.3,19.5,9.7,1.1110247401570468
2010-05-01,10.8,6.2,8.9,5.4,21.3,19.5,9.7,1.1110247401570468
2010-06-01,10.8,6.2,8.9,5.4,21.3,19.5,9.7,1.1110247401570468
2010-07-01,10.8,6.2,8.9,5.4,21.3,19.5,9.7,1.1110247401570468
2010-08-01,10.8,6.2,8.9,5.4,21.3,19.5,9.7,1.1110247401570468
2010-09-01,10.8,6.2,8.9,5.4,21.3,19.5,9.7,1.1110247401570468
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.00855223474074968
2010-12-01,0.0,0.0,0.0,0.0,4.0,4.0,0.6,0.0687242508100153
2011-01-01,0.0,0.0,0.0,0.0,12.9,9.5,3.3,0.22605811415601496
2011-02-01,6.0,1.2,4.4,1.6,13.8,10.1,3.3,0.47105546863761205
2011-03-01,7.8,3.2,6.5,2.4,18.8,14.5,4.8,0.7023517666715128
2011-04-01,8.0,3.2,6.8,2.4,22.2,16.6,4.8,0.7474086976599882
2011-05-01,8.0,3.2,6.8,2.4,25.1,17.0,4.8,0.7690184336907524
2011-06-01,8.0,3.2,6.8,2.4,25.1,17.0,4.8,0.7690184336907524
2011-07-01,8.0,3.2,6.8,2.4,25.1,17.0,4.8,0.7690184336907524
2011-08-01,8.0,3.2,6.8,2.4,25.1,17.0,4.8,0.7690184336907524
2011-09-01,8.0,3.2,6.8,2.4,25.1,17.0,4.8,0.7690184336907524
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,1.7,4.2,0.0,0.042331288883692926
2011-12-01,0.0,0.0,0.0,0.0,4.5,6.1,1.1,0.09857907766815133
2012-01-01,0.0,0.0,0.0,0.0,7.4,9.2,2.6,0.1731941955688823
2012-02-01,5.7,3.1,4.5,1.7,10.2,10.5,3.1,0.4947148051890276
2012-03-01,8.2,4.1,4.9,1.8,15.7,14.8,5.8,0.692647951295101
2012-04-01,8.2,4.6,4.9,1.8,15.7,14.8,5.8,0.7052870693655289
2012-05-01,8.2,4.6,4.9,1.8,15.7,14.8,5.8,0.7052870693655289
2012-06-01,8.2,4.6,4.9,1.8,15.7,14.8,5.8,0.7052870693655289
2012-07-01,8.2,4.6,4.9,1.8,15.7,14.8,5.8,0.7052870693655289
2012-08-01,8.2,4.6,4.9,1.8,15.7,14.8,5.8,0.7052870693655289
2012-09-01,8.2,4.6,4.9,1.8,15.7,14.8,5.8,0.7052870693655289
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,2.3,2.8,0.0,0.035710694479420366
2013-01-01,0.0,0.0,0.0,0.0,6.0,5.6,0.8,0.09790700400059416
2013-02-01,6.7,3.1,4.0,1.2,10.7,10.3,3.2,0.49059347841017703
2013-03-01,8.4,4.0,5.2,2.5,13.7,12.7,3.9,0.6488447583352395
2013-04-01,8.4,4.0,5.2,2.5,15.1,14.5,3.9,0.6712972158834799
2013-05-01,8.4,4.0,5.2,2.5,15.1,14.5,3.9,0.6712972158834799
2013-06-01,8.4,4.0,5.2,2.5,15.1,14.5,3.9,0.6712972158834799
2013-07-01,8.4,4.0,5.2,2.5,15.1,14.5,3.9,0.6712972158834799
2013-08-01,8.4,4.0,5.2,2.5,15.1,14.5,3.9,0.6712972158834799
2013-09-01,8.4,4.0,5.2,2.5,15.1,14.5,3.9,0.6712972158834799
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,2.7,3.2,0.3,0.047832463392442896
2013-12-01,0.0,0.0,0.0,0.0,6.7,7.5,3.2,0.16910703513930783
2014-01-01,0.0,0.0,0.0,0.0,9.5,10.6,4.3,0.2343312607770264
2014-02-01,5.7,2.4,5.8,2.8,12.9,12.6,5.2,0.6092438109107928
2014-03-01,6.2,2.6,6.4,3.6,16.7,14.4,7.7,0.7477155543740504
2014-04-01,7.6,3.8,6.4,3.6,19.9,17.6,7.7,0.8432500804899977
2014-05-01,7.6,3.8,6.4,3.6,19.9,17.6,7.7,0.8432500804899977
2014-06-01,7.6,3.8,6.4,3.6,19.9,17.6,7.7,0.8432500804899977
2014-07-01,7.6,3.8,6.4,3.6,19.9,17.6,7.7,0.8432500804899977
2014-08-01,7.6,3.8,6.4,3.6,19.9,17.6,7.7,0.8432500804899977
2014-09-01,7.6,3.8,6.4,3.6,19.9,17.6,7.7,0.8432500804899977
2014-10-01,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.007162212460000608
2014-11-01,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.01153666565335144
2014-12-01,0.0,0.0,0.0,0.0,3.9,3.1,0.8,0.06572439048711029
2015-01-01,0.0,0.0,0.0,0.0,8.4,6.6,2.6,0.16016510781659243
2015-02-01,3.8,2.2,4.1,2.0,9.8,8.3,3.5,0.43662053345444934
2015-03-01,6.0,2.8,5.8,3.0,13.3,11.5,5.4,0.6285975926546169
2015-04-01,6.0,2.8,5.8,3.0,13.3,11.6,5.4,0.6293456290590552
2015-05-01,6.0,2.8,5.8,3.0,13.3,11.6,5.4,0.6293456290590552
2015-06-01,6.0,2.8,5.8,3.0,13.3,11.6,5.4,0.6293456290590552
2015-07-01,6.0,2.8,5.8,3.0,13.3,11.6,5.4,0.6293456290590552
2015-08-01,6.0,2.8,5.8,3.0,13.3,11.6,5.4,0.6293456290590552
2015-09-01,6.0,2.8,5.8,3.0,13.3,11.6,5.4,0.6293456290590552
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.002886095089625769
2015-12-01,0.0,0.0,0.0,0.0,5.1,5.5,2.6,0.1307511734495168
2016-01-01,0.0,0.0,0.0,0.0,11.5,10.4,5.2,0.26535994486444286
2016-02-01,6.9,3.6,5.8,2.8,15.1,12.7,6.4,0.6984560789200135
2016-03-01,8.6,4.8,8.8,3.4,16.6,14.5,6.9,0.8518525390203384
2016-04-01,8.6,4.8,8.8,3.4,20.5,16.4,6.9,0.8911026798807852
2016-05-01,8.6,4.8,8.8,3.4,20.5,18.8,6.9,0.9090555535873056
2016-06-01,8.6,4.8,8.8,3.4,20.5,18.8,6.9,0.9090555535873056
2016-07-01,8.6,4.8,8.8,3.4,20.5,18.8,6.9,0.9090555535873056
2016-08-01,8.6,4.8,8.8,3.4,20.5,18.8,6.9,0.9090555535873056
2016-09-01,8.6,4.8,8.8,3.4,20.5,18.8,6.9,0.9090555535873056
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,3.2,3.0,1.2,0.06923135933519854
2017-01-01,0.0,0.0,0.0,0.0,9.9,8.7,3.9,0.21393760621123897
2017-02-01,9.6,4.8,8.8,6.2,20.2,16.5,7.2,0.9965254735160813
2017-03-01,10.3,4.8,9.6,6.2,25.6,19.8,8.4,1.1046463475170918
2017-04-01,10.3,4.8,9.6,6.2,25.9,20.5,8.4,1.1118085599770926
2017-05-01,10.3,4.8,9.6,6.2,25.9,20.5,8.4,1.1118085599770926
2017-06-01,10.3,4.8,9.6,6.2,25.9,20.5,8.4,1.1118085599770926
2017-07-01,10.3,4.8,9.6,6.2,25.9,20.5,8.4,1.1118085599770926
2017-08-01,10.3,4.8,9.6,6.2,25.9,20.5,8.4,1.1118085599770926
2017-09-01,10.3,4.8,9.6,6.2,25.9,20.5,8.4,1.1118085599770926
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0022441092133150477
2017-11-01,0.0,0.0,0.0,0.0,1.0,0.3,0.2,0.013038421169773091
2017-12-01,0.0,0.0,0.0,0.0,2.8,1.2,0.2,0.03132649458331121
2018-01-01,0.0,0.0,0.0,0.0,3.2,2.2,0.2,0.0413748021329376
2018-02-01,0.6,0.3,1.5,0.2,5.6,4.0,0.9,0.13091293512303198
2018-03-01,3.6,1.4,3.6,1.2,11.1,9.3,2.9,0.3841856565203585
2018-04-01,3.6,1.4,3.6,1.2,13.2,11.9,2.9,0.41711630643828074
2018-05-01,3.6,1.4,3.6,1.2,13.2,11.9,2.9,0.41711630643828074
2018-06-01,3.6,1.4,3.6,1.2,13.2,11.9,2.9,0.41711630643828074
2018-07-01,3.6,1.4,3.6,1.2,13.2,11.9,2.9,0.41711630643828074
2018-08-01,3.6,1.4,3.6,1.2,13.2,11.9,2.9,0.41711630643828074
2018-09-01,3.6,1.4,3.6,1.2,13.2,11.9,2.9,0.41711630643828074
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,3.6,3.8,0.0,0.05153687491584324
2018-12-01,0.0,0.0,0.0,0.0,5.4,4.8,0.0,0.0705729847338197
2019-01-01,0.0,0.0,0.0,0.0,7.8,6.6,1.5,0.13225369999529854
2019-02-01,4.6,1.4,0.0,0.0,12.3,10.4,3.6,0.3389695061464416
2019-03-01,9.6,5.1,8.6,4.8,22.1,18.0,8.0,0.9993650544056312
2019-04-01,14.8,8.6,14.3,8.0,34.4,26.3,13.1,1.6014670361761267
2019-05-01,14.8,8.6,14.3,8.0,34.9,26.3,13.1,1.6046769655576802
2019-06-01,14.8,8.6,14.3,8.0,34.9,26.3,13.1,1.6046769655576802
2019-07-01,14.8,8.6,14.3,8.0,34.9,26.3,13.1,1.6046769655576802
2019-08-01,14.8,8.6,14.3,8.0,34.9,26.3,13.1,1.6046769655576802
2019-09-01,14.8,8.6,14.3,8.0,34.9,26.3,13.1,1.6046769655576802
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,1.3,1.0,0.5,0.026762313419799948
2019-12-01,0.0,0.0,0.0,0.0,6.0,5.8,4.0,0.16939432790308415
2020-01-01,0.0,0.0,0.0,0.0,11.5,10.5,6.5,0.2945419270256617
2020-02-01,0.0,3.4,0.0,0.0,13.4,11.8,6.8,0.4089718146022004
2020-03-01,8.4,4.0,7.5,4.4,17.2,13.5,7.5,0.8488445555277793
2020-04-01,8.4,4.0,7.5,4.4,22.8,17.7,9.4,0.9577705989244232
2020-05-01,8.4,4.0,7.5,4.4,22.8,17.7,9.4,0.9577705989244232
2020-06-01,8.4,4.0,7.5,4.4,22.8,17.7,9.4,0.9577705989244232
2020-07-01,8.4,4.0,7.5,4.4,22.8,17.7,9.4,0.9577705989244232
2020-08-01,8.4,4.0,7.5,4.4,22.8,17.7,9.4,0.9577705989244232
2020-09-01,8.4,4.0,7.5,4.4,22.8,17.7,9.4,0.9577705989244232
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.4,1.4,0.0,0.013040453167379774
2020-12-01,0.0,0.0,0.0,0.0,5.2,6.9,1.6,0.11999340302121027
2021-01-01,0.0,0.0,0.0,0.0,8.6,9.5,3.0,0.19189104168462764
2021-02-01,5.4,3.3,5.9,2.2,12.2,12.9,4.7,0.5976230142301276
2021-03-01,6.6,3.3,6.6,2.4,14.7,14.9,5.4,0.6784339536693736
2021-04-01,8.4,4.9,8.3,2.4,20.1,17.6,6.8,0.8568481552799303
2021-05-01,8.4,4.9,8.3,2.4,20.1,17.6,6.8,0.8568481552799303
2021-06-01,-999.0,-999.0,-999.0,-999.0,20.1,17.6,6.8,0.9553249460849097
2021-07-01,-999.0,-999.0,-999.0,-999.0,20.1,17.6,6.8,0.9553249460849097
2021-08-01,-999.0,-999.0,-999.0,-999.0,20.1,17.6,6.8,0.9553249460849097
2021-09-01,-999.0,-999.0,-999.0,-999.0,20.1,17.6,6.8,0.9553249460849097
