,06J10,1061,426,457,467,1252,940,709,825,basinwide_average
2011-07-01,23.7,16.4,19.1,36.9,30.5,-999.0,44.5,50.7,78.7,1.664441110462203
2011-08-01,23.7,16.4,19.1,36.9,30.5,-999.0,44.5,50.7,78.7,1.664441110462203
2011-09-01,23.7,16.4,19.1,36.9,30.5,-999.0,44.5,50.7,78.7,1.664441110462203
2011-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.9,0.2,0.3,0.2,-999.0,0.0,0.5,2.0,0.02262444518979153
2011-12-01,0.0,2.8,2.2,4.1,4.0,-999.0,3.9,3.7,8.1,0.16325655475650458
2012-01-01,0.0,3.7,3.2,5.4,5.2,-999.0,4.6,4.6,10.5,0.21319772713168844
2012-02-01,5.8,5.0,5.5,8.2,8.3,-999.0,8.8,7.4,16.2,0.38474729742532077
2012-03-01,10.2,7.2,8.9,13.9,13.9,-999.0,15.7,14.1,26.0,0.6431732580723919
2012-04-01,10.2,7.4,8.9,13.9,13.9,-999.0,15.7,14.1,26.7,0.6472230909709964
2012-05-01,10.2,7.4,8.9,13.9,13.9,-999.0,15.7,14.1,26.7,0.6472230909709964
2012-06-01,10.2,7.4,8.9,13.9,13.9,-999.0,15.7,14.1,26.7,0.6472230909709964
2012-07-01,10.2,7.4,8.9,13.9,13.9,-999.0,15.7,14.1,26.7,0.6472230909709964
2012-08-01,10.2,7.4,8.9,13.9,13.9,-999.0,15.7,14.1,26.7,0.6472230909709964
2012-09-01,10.2,7.4,8.9,13.9,13.9,-999.0,15.7,14.1,26.7,0.6472230909709964
2012-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.2,0.0,1.0,0.0,-999.0,0.0,0.6,1.7,0.01528872343518134
2012-12-01,0.0,0.8,1.0,1.6,1.5,-999.0,1.3,1.1,4.0,0.060943214261597795
2013-01-01,0.0,3.5,5.0,7.6,5.6,-999.0,6.4,7.1,12.7,0.27220898819076733
2013-02-01,8.0,5.0,6.8,10.7,8.5,-999.0,11.0,10.5,18.1,0.46290953868657714
2013-03-01,12.5,6.5,8.9,14.6,11.0,-999.0,14.3,14.0,23.7,0.624856165675774
2013-04-01,15.0,8.2,10.3,18.1,12.8,-999.0,17.8,18.4,31.6,0.7703086108341689
2013-05-01,15.0,12.4,10.3,18.1,12.8,-999.0,22.1,22.3,38.2,0.875624821384938
2013-06-01,15.0,12.4,10.3,18.1,12.8,-999.0,22.1,22.3,38.2,0.875624821384938
2013-07-01,15.0,12.4,10.3,18.1,12.8,-999.0,22.1,22.3,38.2,0.875624821384938
2013-08-01,15.0,12.4,10.3,18.1,12.8,-999.0,22.1,22.3,38.2,0.875624821384938
2013-09-01,15.0,12.4,10.3,18.1,12.8,-999.0,22.1,22.3,38.2,0.875624821384938
2013-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,1.7,1.0,2.1,1.0,-999.0,1.6,3.2,6.9,0.08952483149472396
2013-12-01,0.0,3.2,3.3,5.0,4.1,-999.0,4.1,6.9,11.2,0.2089502094527922
2014-01-01,0.0,4.9,5.7,9.1,8.3,-999.0,9.1,10.9,17.6,0.3663520181565161
2014-02-01,11.2,8.2,10.5,15.2,12.7,-999.0,15.2,19.3,29.1,0.707924230644752
2014-03-01,13.0,10.2,13.2,21.1,18.2,-999.0,25.2,27.0,44.1,0.9720259673963798
2014-04-01,18.7,12.6,17.1,27.3,22.2,-999.0,30.8,35.8,52.2,1.2388213782215654
2014-05-01,18.7,13.0,17.1,27.3,22.2,-999.0,30.8,37.4,54.8,1.2574506607883051
2014-06-01,18.7,13.0,17.1,27.3,22.2,-999.0,30.8,37.4,54.8,1.2574506607883051
2014-07-01,18.7,13.0,17.1,27.3,22.2,-999.0,30.8,37.4,54.8,1.2574506607883051
2014-08-01,18.7,13.0,17.1,27.3,22.2,-999.0,30.8,37.4,54.8,1.2574506607883051
2014-09-01,18.7,13.0,17.1,27.3,22.2,-999.0,30.8,37.4,54.8,1.2574506607883051
2014-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.2,1.3,0.004336750376097473
2014-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.3,1.3,0.004797859145068805
2014-12-01,0.0,2.9,3.6,5.0,3.8,-999.0,4.9,5.2,10.1,0.20044795737664023
2015-01-01,0.0,5.3,6.5,9.5,7.1,-999.0,9.0,10.6,17.2,0.37063307772370796
2015-02-01,7.4,6.4,7.8,10.9,8.4,-999.0,10.9,12.2,19.1,0.49439656231956025
2015-03-01,9.9,8.3,11.0,14.9,11.2,-999.0,15.5,17.5,26.6,0.6791858126585351
2015-04-01,9.9,10.0,11.0,14.9,11.2,-999.0,16.6,18.3,28.9,0.7137387021246689
2015-05-01,9.9,10.3,11.0,14.9,11.2,-999.0,16.6,18.3,30.9,0.7223086870081505
2015-06-01,9.9,10.3,11.0,14.9,11.2,-999.0,16.6,18.3,30.9,0.7223086870081505
2015-07-01,9.9,10.3,11.0,14.9,11.2,-999.0,16.6,18.3,30.9,0.7223086870081505
2015-08-01,9.9,10.3,11.0,14.9,11.2,-999.0,16.6,18.3,30.9,0.7223086870081505
2015-09-01,9.9,10.3,11.0,14.9,11.2,-999.0,16.6,18.3,30.9,0.7223086870081505
2015-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.3,0.3,0.0,0.3,-999.0,0.0,1.2,1.1,0.016781631742835194
2015-12-01,0.0,2.2,2.4,3.8,2.8,-999.0,2.2,5.3,6.3,0.14250484316047027
2016-01-01,0.0,5.2,6.0,9.6,7.2,-999.0,8.1,10.9,14.1,0.3539008857102477
2016-02-01,11.2,7.7,9.9,15.7,11.3,-999.0,14.0,18.9,23.0,0.6656151430126587
2016-03-01,14.5,8.8,11.1,18.4,13.5,-999.0,16.2,22.8,27.1,0.7872247445303602
2016-04-01,18.2,10.9,14.4,25.4,18.5,-999.0,22.1,32.8,38.5,1.0556063013126888
2016-05-01,18.2,11.9,14.4,25.4,18.5,-999.0,22.1,32.8,45.9,1.0860990643201762
2016-06-01,18.2,11.9,14.4,25.4,18.5,-999.0,22.1,32.8,45.9,1.0860990643201762
2016-07-01,18.2,11.9,14.4,25.4,18.5,-999.0,22.1,32.8,45.9,1.0860990643201762
2016-08-01,18.2,11.9,14.4,25.4,18.5,-999.0,22.1,32.8,45.9,1.0860990643201762
2016-09-01,18.2,11.9,14.4,25.4,18.5,-999.0,22.1,32.8,45.9,1.0860990643201762
2016-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.2,-999.0,0.2,0.0,0.3,0.0031782382256810198
2016-12-01,0.0,0.8,1.2,3.5,2.8,-999.0,2.5,3.3,4.9,0.10161422013731519
2017-01-01,0.0,3.9,4.5,9.6,8.4,-999.0,9.6,9.8,14.7,0.33651362417944963
2017-02-01,11.3,7.4,8.9,17.6,15.7,-999.0,20.5,16.7,30.4,0.7372488552173599
2017-03-01,13.2,8.7,9.9,21.7,19.5,-999.0,28.3,20.8,37.7,0.906431492728577
2017-04-01,13.2,9.6,9.9,21.7,19.5,-999.0,28.3,20.8,38.9,0.9195339415150655
2017-05-01,13.2,9.6,9.9,21.7,19.5,-999.0,28.3,20.8,44.4,0.9339800419841819
2017-06-01,13.2,9.6,9.9,21.7,19.5,-999.0,28.3,20.8,44.4,0.9339800419841819
2017-07-01,13.2,9.6,9.9,21.7,19.5,-999.0,28.3,20.8,44.4,0.9339800419841819
2017-08-01,13.2,9.6,9.9,21.7,19.5,-999.0,28.3,20.8,44.4,0.9339800419841819
2017-09-01,13.2,9.6,9.9,21.7,19.5,-999.0,28.3,20.8,44.4,0.9339800419841819
2017-10-01,0.0,0.0,0.4,0.0,0.2,-999.0,0.4,0.4,0.0,0.009464835841164176
2017-11-01,0.0,1.6,0.4,0.0,0.2,-999.0,0.4,0.4,0.8,0.02925599316604484
2017-12-01,0.0,3.6,1.7,2.5,2.7,-999.0,3.6,3.2,7.1,0.14259122293070164
2018-01-01,0.0,4.6,2.4,5.6,5.3,-999.0,5.9,6.0,12.3,0.23500276628706132
2018-02-01,6.6,6.0,4.2,9.2,8.3,-999.0,10.0,9.3,18.1,0.4148953066793181
2018-03-01,9.6,8.5,7.5,13.8,12.3,-999.0,15.1,13.2,27.1,0.6228217749423357
2018-04-01,10.6,9.9,9.6,17.9,15.3,-999.0,18.7,17.3,34.5,0.7694006470528821
2018-05-01,10.6,10.7,9.6,17.9,15.3,-999.0,18.7,19.4,44.1,0.8131438961029699
2018-06-01,10.6,10.7,9.6,17.9,15.3,-999.0,18.7,19.4,44.1,0.8131438961029699
2018-07-01,10.6,10.7,9.6,17.9,15.3,-999.0,18.7,19.4,44.1,0.8131438961029699
2018-08-01,10.6,10.7,9.6,17.9,15.3,-999.0,18.7,19.4,44.1,0.8131438961029699
2018-09-01,10.6,10.7,9.6,17.9,15.3,-999.0,18.7,19.4,44.1,0.8131438961029699
2018-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.8,0.0,0.1,0.2,-999.0,0.2,0.3,2.6,0.020032181686293803
2018-12-01,0.0,3.2,3.2,5.5,4.5,-999.0,6.2,5.8,13.3,0.22537868031036812
2019-01-01,0.0,4.8,5.6,8.4,6.2,-999.0,8.5,9.8,19.9,0.34421111929463605
2019-02-01,10.2,7.0,9.3,14.2,11.3,-999.0,12.8,15.4,29.6,0.6295826726431784
2019-03-01,12.8,9.2,10.8,19.4,15.0,-999.0,19.0,19.5,39.6,0.8235524391135987
2019-04-01,16.6,12.0,14.2,25.5,19.7,-999.0,23.7,26.1,50.1,1.0696817108813041
2019-05-01,16.6,12.1,14.2,25.5,19.7,-999.0,23.7,26.1,53.6,1.0799803030538278
2019-06-01,16.6,12.1,14.2,25.5,19.7,-999.0,23.7,26.1,57.5,1.090223901568292
2019-07-01,16.6,12.1,14.2,25.5,19.7,-999.0,23.7,26.1,57.5,1.090223901568292
2019-08-01,16.6,12.1,14.2,25.5,19.7,-999.0,23.7,26.1,57.5,1.090223901568292
2019-09-01,16.6,12.1,14.2,25.5,19.7,-999.0,23.7,26.1,57.5,1.090223901568292
2019-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,2.0,1.9,3.7,2.6,-999.0,3.3,3.3,6.5,0.1305773918174506
2019-12-01,0.0,3.2,2.9,6.3,5.5,-999.0,5.3,5.1,9.5,0.21528622185410012
2020-01-01,0.0,5.1,5.5,10.5,8.7,-999.0,9.2,9.9,17.6,0.3732056946211358
2020-02-01,10.7,7.1,9.1,16.3,13.6,-999.0,15.3,15.7,28.1,0.6708967700587607
2020-03-01,15.7,10.6,13.0,22.5,18.4,-999.0,19.7,22.7,39.2,0.9424747930991331
2020-04-01,15.7,12.1,13.0,24.6,20.6,-999.0,23.9,25.2,45.9,1.0377125565922563
2020-05-01,15.7,12.1,13.0,24.6,20.6,-999.0,23.9,25.2,46.0,1.037975212964422
2020-06-01,15.7,12.1,13.0,24.6,20.6,-999.0,23.9,25.2,46.0,1.037975212964422
2020-07-01,15.7,12.1,13.0,24.6,20.6,-999.0,23.9,25.2,46.0,1.037975212964422
2020-08-01,15.7,12.1,13.0,24.6,20.6,-999.0,23.9,25.2,46.0,1.037975212964422
2020-09-01,15.7,12.1,13.0,24.6,20.6,-999.0,23.9,25.2,46.0,1.037975212964422
2020-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,1.1,1.1,1.5,1.1,-999.0,1.0,1.1,1.2,0.05312209315941003
2020-12-01,0.0,2.6,1.1,3.5,2.4,-999.0,2.5,2.4,5.0,0.11400572452200418
2021-01-01,0.0,4.2,3.5,7.1,5.8,-999.0,6.1,5.1,10.9,0.24722263345139245
2021-02-01,6.0,5.4,5.2,9.6,8.5,-999.0,9.1,7.5,15.8,0.3981906214261112
2021-03-01,10.2,7.5,8.3,15.4,13.4,-999.0,17.4,13.8,29.5,0.6629460334129668
2021-04-01,11.8,9.9,10.6,16.9,16.6,-999.0,19.7,16.0,34.3,0.7907970840444574
2021-05-01,-999.0,9.9,10.6,16.9,16.6,-999.0,19.7,16.0,35.2,0.7993333325599062
2021-06-01,-999.0,9.9,10.6,16.9,16.6,-999.0,19.7,16.0,35.2,0.7993333325599062
2021-07-01,-999.0,9.9,10.6,16.9,16.6,-999.0,19.7,16.0,35.2,0.7993333325599062
2021-08-01,-999.0,9.9,10.6,16.9,16.6,-999.0,19.7,16.0,35.2,0.7993333325599062
2021-09-01,-999.0,9.9,-999.0,16.9,-999.0,-999.0,19.7,16.0,35.2,0.771881345665834
