,07L01,07L04,06L02,380,680,1141,basinwide_average
1992-05-01,10.4,16.0,7.1,11.7,8.4,-999.0,0.7765509795045661
1992-06-01,10.4,16.0,7.1,11.7,8.4,-999.0,0.7765509795045661
1992-07-01,10.4,16.0,7.1,11.7,8.4,-999.0,0.7765509795045661
1992-08-01,10.4,16.0,7.1,11.7,8.4,-999.0,0.7765509795045661
1992-09-01,10.4,16.0,7.1,11.7,8.4,-999.0,0.7765509795045661
1992-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1992-11-01,0.0,0.0,0.0,1.2,0.7,-999.0,0.029624060497426708
1992-12-01,0.0,0.0,0.0,3.1,1.8,-999.0,0.07636990822300349
1993-01-01,0.0,0.0,0.0,6.4,3.9,-999.0,0.16117328389325253
1993-02-01,10.2,14.2,5.8,12.0,6.7,-999.0,0.7008521046426923
1993-03-01,18.9,25.6,12.8,20.0,13.0,-999.0,1.3126658248035799
1993-04-01,21.1,26.3,14.3,24.0,16.4,-999.0,1.5005755294623555
1993-05-01,22.8,27.5,14.3,24.0,16.4,-999.0,1.5376994587401995
1993-06-01,22.8,27.5,14.3,24.0,16.4,-999.0,1.5376994587401995
1993-07-01,22.8,27.5,14.3,24.0,16.4,-999.0,1.5376994587401995
1993-08-01,22.8,27.5,14.3,24.0,16.4,-999.0,1.5376994587401995
1993-09-01,22.8,27.5,14.3,24.0,16.4,-999.0,1.5376994587401995
1993-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1993-11-01,0.0,0.0,0.0,0.5,0.0,-999.0,0.0067813430367184915
1993-12-01,0.0,0.0,0.0,3.7,2.3,-999.0,0.0940424035879959
1994-01-01,0.0,0.0,0.0,4.8,2.7,-999.0,0.11658926524552078
1994-02-01,5.9,7.4,3.6,5.5,3.5,-999.0,0.37506066161969487
1994-03-01,9.9,12.4,6.9,9.9,6.5,-999.0,0.6672171922326776
1994-04-01,11.7,13.7,7.1,11.8,7.3,-999.0,0.7518109603117707
1994-05-01,11.7,13.7,7.1,11.8,7.3,-999.0,0.7518109603117707
1994-06-01,11.7,13.7,7.1,11.8,7.3,-999.0,0.7518109603117707
1994-07-01,11.7,13.7,7.1,11.8,7.3,-999.0,0.7518109603117707
1994-08-01,11.7,13.7,7.1,11.8,7.3,-999.0,0.7518109603117707
1994-09-01,11.7,13.7,7.1,11.8,7.3,-999.0,0.7518109603117707
1994-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1994-11-01,0.0,0.0,0.0,0.3,0.6,-999.0,0.015510666287147373
1994-12-01,0.0,0.0,0.0,3.8,3.0,-999.0,0.10874750940464192
1995-01-01,0.0,0.0,0.0,5.6,4.5,-999.0,0.1617649954996192
1995-02-01,8.4,10.2,5.9,8.6,6.2,-999.0,0.5794498619637019
1995-03-01,14.9,19.4,9.0,14.6,10.3,-999.0,0.9902836227675584
1995-04-01,18.6,24.2,13.7,20.6,15.0,-999.0,1.3578143670664553
1995-05-01,18.6,26.8,15.3,22.3,17.7,-999.0,1.4910745315201048
1995-06-01,18.6,26.8,15.3,22.3,17.7,-999.0,1.4910745315201048
1995-07-01,18.6,26.8,15.3,22.3,17.7,-999.0,1.4910745315201048
1995-08-01,18.6,26.8,15.3,22.3,17.7,-999.0,1.4910745315201048
1995-09-01,18.6,26.8,15.3,22.3,17.7,-999.0,1.4910745315201048
1995-10-01,0.0,0.0,0.0,0.3,0.0,-999.0,0.004068805822031095
1995-11-01,0.0,0.0,0.0,0.3,0.2,-999.0,0.007882759310403189
1995-12-01,0.0,0.0,0.0,1.9,1.8,-999.0,0.06009468493487911
1996-01-01,0.0,0.0,0.0,4.2,2.6,-999.0,0.10654467685727256
1996-02-01,10.7,15.0,9.0,12.7,8.5,-999.0,0.8235239069896026
1996-03-01,18.6,24.1,12.6,17.5,12.3,-999.0,1.2414884988012405
1996-04-01,21.2,25.4,16.4,21.0,13.6,-999.0,1.4400943347971815
1996-05-01,21.2,25.4,16.4,21.0,13.6,-999.0,1.4400943347971815
1996-06-01,21.2,25.4,16.4,21.0,13.6,-999.0,1.4400943347971815
1996-07-01,21.2,25.4,16.4,21.0,13.6,-999.0,1.4400943347971815
1996-08-01,21.2,25.4,16.4,21.0,13.6,-999.0,1.4400943347971815
1996-09-01,21.2,25.4,16.4,21.0,13.6,-999.0,1.4400943347971815
1996-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1996-11-01,0.0,0.0,0.0,2.2,0.9,-999.0,0.04700070005923578
1996-12-01,0.0,0.0,0.0,4.9,3.4,-999.0,0.1312943710621668
1997-01-01,0.0,0.0,0.0,11.5,9.1,-999.0,0.3295057735654555
1997-02-01,17.6,22.7,12.8,16.9,13.6,-999.0,1.2330303376187897
1997-03-01,18.4,25.7,12.8,17.8,15.1,-999.0,1.316672533234359
1997-04-01,18.4,25.7,12.8,19.1,15.1,-999.0,1.334304025129827
1997-05-01,18.4,25.7,12.8,19.1,15.1,-999.0,1.334304025129827
1997-06-01,18.4,25.7,12.8,19.1,15.1,-999.0,1.334304025129827
1997-07-01,18.4,25.7,12.8,19.1,15.1,-999.0,1.334304025129827
1997-08-01,18.4,25.7,12.8,19.1,15.1,-999.0,1.334304025129827
1997-09-01,18.4,25.7,12.8,19.1,15.1,-999.0,1.334304025129827
1997-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1997-11-01,0.0,0.0,0.0,1.1,1.0,-999.0,0.033988722122641146
1997-12-01,0.0,0.0,0.0,3.7,2.9,-999.0,0.10548426405311218
1998-01-01,0.0,0.0,0.0,4.9,4.1,-999.0,0.14464320827146912
1998-02-01,8.0,9.7,5.6,8.3,5.5,-999.0,0.5450983081725208
1998-03-01,10.3,14.7,7.0,10.4,7.3,-999.0,0.7209785104642654
1998-04-01,10.7,14.7,8.1,12.2,8.9,-999.0,0.8034493786224332
1998-05-01,10.7,14.7,8.1,12.2,8.9,-999.0,0.8034493786224332
1998-06-01,10.7,14.7,8.1,12.2,8.9,-999.0,0.8034493786224332
1998-07-01,10.7,14.7,8.1,12.2,8.9,-999.0,0.8034493786224332
1998-08-01,10.7,14.7,8.1,12.2,8.9,-999.0,0.8034493786224332
1998-09-01,10.7,14.7,8.1,12.2,8.9,-999.0,0.8034493786224332
1998-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1998-11-01,0.0,0.0,0.0,0.7,0.0,-999.0,0.009493880251405889
1998-12-01,0.0,0.0,0.0,3.6,1.7,-999.0,0.08124427451553592
1999-01-01,0.0,0.0,0.0,3.6,2.4,-999.0,0.09459311172483825
1999-02-01,7.5,9.8,6.3,7.2,6.2,-999.0,0.5511683347856806
1999-03-01,10.7,12.3,8.6,9.5,8.3,-999.0,0.7402819444237275
1999-04-01,10.7,12.3,8.6,10.2,9.1,-999.0,0.7650316386286218
1999-05-01,10.7,12.3,8.6,12.1,9.1,-999.0,0.790800742168152
1999-06-01,10.7,12.3,8.6,12.1,9.1,-999.0,0.790800742168152
1999-07-01,10.7,12.3,8.6,12.1,9.1,-999.0,0.790800742168152
1999-08-01,10.7,12.3,8.6,12.1,9.1,-999.0,0.790800742168152
1999-09-01,10.7,12.3,8.6,12.1,9.1,-999.0,0.790800742168152
1999-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1999-12-01,0.0,0.0,0.0,0.8,0.0,-999.0,0.010850148858749587
2000-01-01,0.0,0.0,0.0,1.9,1.3,-999.0,0.050559801213948874
2000-02-01,5.4,6.7,4.7,5.8,3.8,-999.0,0.3920691139538871
2000-03-01,10.7,10.8,7.5,9.7,7.1,-999.0,0.6827380547846293
2000-04-01,14.2,14.8,8.5,13.0,9.0,-999.0,0.8758606607881759
2000-05-01,14.2,14.8,8.5,13.0,9.0,-999.0,0.8758606607881759
2000-06-01,14.2,14.8,8.5,13.0,9.0,-999.0,0.8758606607881759
2000-07-01,14.2,14.8,8.5,13.0,9.0,-999.0,0.8758606607881759
2000-08-01,14.2,14.8,8.5,13.0,9.0,-999.0,0.8758606607881759
2000-09-01,14.2,14.8,8.5,13.0,9.0,-999.0,0.8758606607881759
2000-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2000-11-01,0.0,0.0,0.0,0.0,0.1,-999.0,0.0019069767441860467
2000-12-01,0.0,0.0,0.0,1.3,0.1,-999.0,0.019538468639654128
2001-01-01,0.0,0.0,0.0,4.6,1.9,-999.0,0.098620914077345
2001-02-01,0.0,8.3,0.0,5.9,2.2,-999.0,0.20840916020953681
2001-03-01,0.0,8.3,0.0,8.4,3.9,-999.0,0.2747344800442921
2001-04-01,0.0,13.3,0.0,10.9,5.9,-999.0,0.3988505036080907
2001-05-01,0.0,13.3,0.0,10.9,5.9,-999.0,0.3988505036080907
2001-06-01,0.0,13.3,0.0,10.9,5.9,-999.0,0.3988505036080907
2001-07-01,0.0,13.3,0.0,10.9,5.9,-999.0,0.3988505036080907
2001-08-01,0.0,13.3,0.0,10.9,5.9,-999.0,0.3988505036080907
2001-09-01,0.0,13.3,0.0,10.9,5.9,-999.0,0.3988505036080907
2001-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2001-11-01,0.0,0.0,0.0,0.5,0.4,-999.0,0.014409250013462677
2001-12-01,0.0,0.0,0.0,3.0,1.1,-999.0,0.061664802406357466
2002-01-01,0.0,0.0,0.0,4.6,2.5,-999.0,0.11006277454246127
2002-02-01,0.0,6.8,0.0,6.2,3.3,-999.0,0.21783377816866883
2002-03-01,0.0,8.7,0.0,7.5,4.6,-999.0,0.2800424816672199
2002-04-01,0.0,9.0,0.0,9.8,6.0,-999.0,0.34105852046451873
2002-05-01,0.0,9.0,0.0,9.8,6.0,-999.0,0.34105852046451873
2002-06-01,0.0,9.0,0.0,9.8,6.0,-999.0,0.34105852046451873
2002-07-01,0.0,9.0,0.0,9.8,6.0,-999.0,0.34105852046451873
2002-08-01,0.0,9.0,0.0,9.8,6.0,-999.0,0.34105852046451873
2002-09-01,0.0,9.0,0.0,9.8,6.0,-999.0,0.34105852046451873
2002-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2002-11-01,0.0,0.0,0.0,1.3,1.1,-999.0,0.03860823608151459
2002-12-01,0.0,0.0,0.0,4.8,3.2,-999.0,0.12612414896645102
2003-01-01,0.0,0.0,0.0,5.8,4.2,-999.0,0.15875660248174844
2003-02-01,0.0,8.9,0.0,7.4,4.9,-999.0,0.2864899342322938
2003-03-01,0.0,11.4,0.0,10.5,7.7,-999.0,0.4079644966454003
2003-04-01,0.0,15.3,0.0,13.4,9.6,-999.0,0.524143267725161
2003-05-01,0.0,15.3,0.0,13.4,9.6,-999.0,0.524143267725161
2003-06-01,0.0,15.3,0.0,13.4,9.6,-999.0,0.524143267725161
2003-07-01,0.0,15.3,0.0,13.4,9.6,-999.0,0.524143267725161
2003-08-01,0.0,15.3,0.0,13.4,9.6,-999.0,0.524143267725161
2003-09-01,0.0,15.3,0.0,13.4,9.6,-999.0,0.524143267725161
2003-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2003-12-01,0.0,0.0,0.0,3.0,2.8,-999.0,0.09408340705752025
2004-01-01,0.0,0.0,0.0,6.2,4.2,-999.0,0.16418167691112323
2004-02-01,8.3,10.7,5.9,9.0,6.9,-999.0,0.6019820930909283
2004-03-01,10.0,13.7,7.5,10.9,8.4,-999.0,0.7438638393474389
2004-04-01,10.0,13.7,7.5,11.2,8.4,-999.0,0.7479326451694701
2004-05-01,10.0,13.7,7.5,11.2,8.4,-999.0,0.7479326451694701
2004-06-01,10.0,13.7,7.5,11.2,8.4,-999.0,0.7479326451694701
2004-07-01,10.0,13.7,7.5,11.2,8.4,-999.0,0.7479326451694701
2004-08-01,10.0,13.7,7.5,11.2,8.4,-999.0,0.7479326451694701
2004-09-01,10.0,13.7,7.5,11.2,8.4,-999.0,0.7479326451694701
2004-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2004-11-01,0.0,0.0,0.0,0.6,0.6,-999.0,0.01957947210917847
2004-12-01,0.0,0.0,0.0,3.6,2.4,-999.0,0.09459311172483825
2005-01-01,0.0,0.0,0.0,5.7,3.7,-999.0,0.14786545015347455
2005-02-01,12.9,15.3,8.7,11.6,8.1,-999.0,0.8300394027202491
2005-03-01,15.7,19.0,10.0,15.3,9.6,-999.0,1.0136266867047443
2005-04-01,16.9,20.8,10.9,17.9,10.4,-999.0,1.1180714031385008
2005-05-01,16.9,20.8,10.9,17.9,10.4,-999.0,1.1180714031385008
2005-06-01,16.9,20.8,10.9,17.9,10.4,-999.0,1.1180714031385008
2005-07-01,16.9,20.8,10.9,17.9,10.4,-999.0,1.1180714031385008
2005-08-01,16.9,20.8,10.9,17.9,10.4,-999.0,1.1180714031385008
2005-09-01,16.9,20.8,10.9,17.9,10.4,-999.0,1.1180714031385008
2005-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2005-11-01,0.0,0.0,0.0,0.6,0.0,-999.0,0.00813761164406219
2005-12-01,0.0,0.0,0.0,3.2,2.7,-999.0,0.0948889675280216
2006-01-01,0.0,0.0,0.0,8.0,6.0,-999.0,0.22292009323865863
2006-02-01,10.7,12.6,7.4,11.4,7.6,-999.0,0.7320971893005365
2006-03-01,14.3,18.8,8.3,13.0,8.7,-999.0,0.9092893392367041
2006-04-01,14.3,19.2,9.6,15.2,10.9,-999.0,1.0109529607018861
2006-05-01,14.3,19.2,9.6,15.2,10.9,-999.0,1.0109529607018861
2006-06-01,14.3,19.2,9.6,15.2,10.9,-999.0,1.0109529607018861
2006-07-01,14.3,19.2,9.6,15.2,10.9,-999.0,1.0109529607018861
2006-08-01,14.3,19.2,9.6,15.2,10.9,-999.0,1.0109529607018861
2006-09-01,14.3,19.2,9.6,15.2,10.9,-999.0,1.0109529607018861
2006-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2006-11-01,0.0,0.0,0.0,1.5,1.3,-999.0,0.04513472678457408
2006-12-01,0.0,0.0,0.0,3.9,3.0,-999.0,0.1101037780119856
2007-01-01,0.0,0.0,0.0,5.4,3.9,-999.0,0.14761059781981553
2007-02-01,5.1,5.7,4.4,5.9,4.7,-999.0,0.3898959430105084
2007-03-01,7.1,10.2,5.6,8.8,6.7,-999.0,0.566932428739227
2007-04-01,7.1,10.2,5.6,11.1,7.4,-999.0,0.6114754439174342
2007-05-01,7.1,10.2,5.6,11.1,7.4,-999.0,0.6114754439174342
2007-06-01,7.1,10.2,5.6,11.1,7.4,-999.0,0.6114754439174342
2007-07-01,7.1,10.2,5.6,11.1,7.4,-999.0,0.6114754439174342
2007-08-01,7.1,10.2,5.6,11.1,7.4,-999.0,0.6114754439174342
2007-09-01,7.1,10.2,5.6,11.1,7.4,-999.0,0.6114754439174342
2007-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2007-12-01,0.0,0.0,0.0,1.0,0.4,-999.0,0.02119059305018117
2008-01-01,0.0,0.0,0.0,7.0,5.2,-999.0,0.19410159321173331
2008-02-01,16.7,21.0,11.2,13.7,10.9,-999.0,1.0757607825344586
2008-03-01,23.0,29.1,15.3,18.7,14.0,-999.0,1.459383763817599
2008-04-01,23.0,30.6,15.3,21.9,16.5,-999.0,1.5660797099061943
2008-05-01,23.0,30.6,15.3,21.9,16.5,-999.0,1.5660797099061943
2008-06-01,23.0,30.6,15.3,21.9,16.5,-999.0,1.5660797099061943
2008-07-01,23.0,30.6,15.3,21.9,16.5,-999.0,1.5660797099061943
2008-08-01,23.0,30.6,15.3,21.9,16.5,-999.0,1.5660797099061943
2008-09-01,23.0,30.6,15.3,21.9,16.5,-999.0,1.5660797099061943
2008-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2008-11-01,0.0,0.0,0.0,0.1,0.2,-999.0,0.0051702220957157916
2008-12-01,0.0,0.0,0.0,1.4,0.9,-999.0,0.03615055120048619
2009-01-01,0.0,0.0,0.0,6.9,5.7,-999.0,0.20228020832531984
2009-02-01,10.2,15.6,7.9,10.3,7.8,-999.0,0.7548779328435261
2009-03-01,14.4,20.4,9.8,13.3,9.9,-999.0,0.9840143611979524
2009-04-01,14.4,20.4,9.8,16.8,12.0,-999.0,1.0715302740828887
2009-05-01,14.4,20.4,9.8,16.8,12.0,-999.0,1.0715302740828887
2009-06-01,14.4,20.4,9.8,16.8,12.0,-999.0,1.0715302740828887
2009-07-01,14.4,20.4,9.8,16.8,12.0,-999.0,1.0715302740828887
2009-08-01,14.4,20.4,9.8,16.8,12.0,-999.0,1.0715302740828887
2009-09-01,14.4,20.4,9.8,16.8,12.0,-999.0,1.0715302740828887
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.8,0.7,1.3,0.03504847770505948
2009-12-01,0.0,0.0,0.0,1.4,1.4,1.3,0.0529538517495299
2010-01-01,0.0,0.0,0.0,5.0,4.0,5.3,0.1807525270631525
2010-02-01,8.2,9.6,4.5,8.3,5.6,7.9,0.5296986149929696
2010-03-01,11.9,13.9,7.3,11.0,8.0,10.9,0.7608225323926088
2010-04-01,11.9,14.8,8.0,12.0,9.7,12.6,0.8379477070330296
2010-05-01,11.9,14.8,8.0,12.0,9.7,12.6,0.8379477070330296
2010-06-01,11.9,14.8,8.0,12.0,9.7,12.6,0.8379477070330296
2010-07-01,11.9,14.8,8.0,12.0,9.7,12.6,0.8379477070330296
2010-08-01,11.9,14.8,8.0,12.0,9.7,12.6,0.8379477070330296
2010-09-01,11.9,14.8,8.0,12.0,9.7,12.6,0.8379477070330296
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,1.1,0.8,1.5,0.0423179358920378
2010-12-01,0.0,0.0,0.0,2.4,2.0,3.3,0.09668736768296461
2011-01-01,0.0,0.0,0.0,8.7,7.0,10.1,0.32519657289070447
2011-02-01,11.4,16.7,9.1,10.9,8.6,11.9,0.8286000522225291
2011-03-01,15.8,22.6,11.2,13.7,10.9,17.0,1.0941070052056432
2011-04-01,16.4,25.5,12.4,17.0,13.8,21.2,1.27775677662464
2011-05-01,16.4,26.1,12.4,18.1,13.8,22.6,1.3114236918808542
2011-06-01,16.4,26.1,12.4,18.1,13.8,22.6,1.3114236918808542
2011-07-01,16.4,26.1,12.4,18.1,13.8,22.6,1.3114236918808542
2011-08-01,16.4,26.1,12.4,18.1,13.8,22.6,1.3114236918808542
2011-09-01,16.4,26.1,12.4,18.1,13.8,22.6,1.3114236918808542
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.2,0.8,0.4,0.01955290473707454
2011-12-01,0.0,0.0,0.0,1.5,3.0,2.6,0.09439308815981313
2012-01-01,0.0,0.0,0.0,2.1,3.4,3.7,0.120124036943704
2012-02-01,5.1,7.7,5.5,5.0,5.9,7.1,0.4505763061770142
2012-03-01,7.6,9.4,6.6,7.7,7.6,9.9,0.6032227578891247
2012-04-01,7.6,9.4,6.6,7.7,7.8,9.9,0.6064010524627682
2012-05-01,7.6,9.4,6.6,7.7,7.8,9.9,0.6064010524627682
2012-06-01,7.6,9.4,6.6,7.7,7.8,9.9,0.6064010524627682
2012-07-01,7.6,9.4,6.6,7.7,7.8,9.9,0.6064010524627682
2012-08-01,7.6,9.4,6.6,7.7,7.8,9.9,0.6064010524627682
2012-09-01,7.6,9.4,6.6,7.7,7.8,9.9,0.6064010524627682
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.1,0.5,0.0,0.009075960273561608
2013-01-01,0.0,0.0,0.0,3.3,2.8,2.8,0.11384846207812259
2013-02-01,5.2,6.2,3.8,5.2,4.8,4.7,0.3680565844575983
2013-03-01,6.4,8.3,5.6,6.4,5.5,6.4,0.47457774544783765
2013-04-01,8.5,10.8,6.5,8.8,7.1,8.3,0.610759054751545
2013-05-01,8.5,10.8,6.5,8.8,7.1,9.4,0.6233520713514306
2013-06-01,8.5,10.8,6.5,8.8,7.1,9.4,0.6233520713514306
2013-07-01,8.5,10.8,6.5,8.8,7.1,9.4,0.6233520713514306
2013-08-01,8.5,10.8,6.5,8.8,7.1,9.4,0.6233520713514306
2013-09-01,8.5,10.8,6.5,8.8,7.1,9.4,0.6233520713514306
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.4,0.5,0.4,0.017045910555515586
2013-12-01,0.0,0.0,0.0,2.7,2.5,3.0,0.10458931656273635
2014-01-01,0.0,0.0,0.0,5.3,4.9,6.1,0.2076040816900966
2014-02-01,9.3,11.2,0.0,9.3,7.8,10.0,0.5530141692930645
2014-03-01,14.5,18.3,11.5,13.3,11.1,14.3,1.0137873932376549
2014-04-01,16.4,19.4,12.6,16.2,13.3,17.6,1.1699138608621287
2014-05-01,16.4,19.4,12.6,16.2,13.3,17.6,1.1699138608621287
2014-06-01,16.4,19.4,12.6,16.2,13.3,17.6,1.1699138608621287
2014-07-01,16.4,19.4,12.6,16.2,13.3,17.6,1.1699138608621287
2014-08-01,16.4,19.4,12.6,16.2,13.3,17.6,1.1699138608621287
2014-09-01,16.4,19.4,12.6,16.2,13.3,17.6,1.1699138608621287
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,3.6,2.1,3.0,0.10840474197052725
2015-01-01,0.0,0.0,0.0,6.5,4.5,6.2,0.21595499830714546
2015-02-01,6.2,7.8,5.8,7.7,5.1,7.3,0.48975958918599094
2015-03-01,6.2,7.8,6.3,9.8,6.7,9.8,0.5757804469619562
2015-04-01,7.8,7.8,6.3,11.1,7.5,9.8,0.6225019733174102
2015-05-01,7.8,7.8,6.3,11.1,7.5,9.8,0.6225019733174102
2015-06-01,7.8,7.8,6.3,11.1,7.5,9.8,0.6225019733174102
2015-07-01,7.8,7.8,6.3,11.1,7.5,9.8,0.6225019733174102
2015-08-01,7.8,7.8,6.3,11.1,7.5,9.8,0.6225019733174102
2015-09-01,7.8,7.8,6.3,11.1,7.5,9.8,0.6225019733174102
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.3,0.3,0.0,0.008158113378824362
2015-12-01,0.0,0.0,0.0,2.5,1.7,2.5,0.08389159213476312
2016-01-01,0.0,0.0,0.0,5.8,4.5,5.6,0.20117451328558175
2016-02-01,5.5,9.8,5.3,9.1,6.4,9.1,0.5475151707931056
2016-03-01,5.5,11.4,6.6,10.3,7.0,10.4,0.6208028710447259
2016-04-01,10.0,11.9,7.4,13.1,8.4,13.6,0.7831781415136083
2016-05-01,10.0,11.9,7.4,13.1,8.4,13.6,0.7831781415136083
2016-06-01,10.0,11.9,7.4,13.1,8.4,13.6,0.7831781415136083
2016-07-01,10.0,11.9,7.4,13.1,8.4,13.6,0.7831781415136083
2016-08-01,10.0,11.9,7.4,13.1,8.4,13.6,0.7831781415136083
2016-09-01,10.0,11.9,7.4,13.1,8.4,13.6,0.7831781415136083
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,1.5,1.3,1.7,0.05707420706575602
2017-01-01,0.0,0.0,0.0,7.2,6.0,8.0,0.2683105289218189
2017-02-01,15.8,17.1,14.5,15.6,13.8,18.1,1.1809083550543737
2017-03-01,19.2,21.0,17.7,19.8,16.8,22.7,1.45633611256394
2017-04-01,19.8,21.0,17.7,21.0,17.0,22.7,1.4803203825165168
2017-05-01,19.8,21.0,17.7,21.0,17.0,22.7,1.4803203825165168
2017-06-01,19.8,21.0,17.7,21.0,17.0,22.7,1.4803203825165168
2017-07-01,19.8,21.0,17.7,21.0,17.0,22.7,1.4803203825165168
2017-08-01,19.8,21.0,17.7,21.0,17.0,22.7,1.4803203825165168
2017-09-01,19.8,21.0,17.7,21.0,17.0,22.7,1.4803203825165168
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.2,0.7,0.2,0.015674118068455468
2017-12-01,0.0,0.0,0.0,1.8,2.3,2.2,0.08208044990682573
2018-01-01,0.0,0.0,0.0,3.2,3.6,3.7,0.1357347937513313
2018-02-01,3.4,2.8,4.2,4.9,4.7,5.4,0.3264458772195463
2018-03-01,5.7,7.8,6.2,7.3,6.4,8.7,0.5224804564368642
2018-04-01,6.2,8.2,6.8,8.8,7.6,10.6,0.5996497181949453
2018-05-01,6.2,8.2,6.8,8.8,7.6,10.6,0.5996497181949453
2018-06-01,6.2,8.2,6.8,8.8,7.6,10.6,0.5996497181949453
2018-07-01,6.2,8.2,6.8,8.8,7.6,10.6,0.5996497181949453
2018-08-01,6.2,8.2,6.8,8.8,7.6,10.6,0.5996497181949453
2018-09-01,6.2,8.2,6.8,8.8,7.6,10.6,0.5996497181949453
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,0.5,0.1,0.00909055612500721
2018-12-01,0.0,0.0,0.0,3.3,2.4,3.4,0.11436079107622786
2019-01-01,0.0,0.0,0.0,5.1,3.4,5.6,0.17578232625437143
2019-02-01,6.4,10.2,5.1,8.3,5.5,8.7,0.5306323046095002
2019-03-01,12.2,14.4,8.1,12.3,8.4,13.6,0.8339258488085098
2019-04-01,18.3,22.0,14.7,19.1,14.1,20.4,1.327564227962399
2019-05-01,18.3,22.0,14.7,19.1,14.1,20.4,1.327564227962399
2019-06-01,18.3,22.0,14.7,19.1,14.1,20.4,1.327564227962399
2019-07-01,18.3,22.0,14.7,19.1,14.1,20.4,1.327564227962399
2019-08-01,18.3,22.0,14.7,19.1,14.1,20.4,1.327564227962399
2019-09-01,18.3,22.0,14.7,19.1,14.1,20.4,1.327564227962399
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.8,1.3,0.9,0.040004082662394976
2019-12-01,0.0,0.0,0.0,2.2,2.5,2.0,0.0874900004564841
2020-01-01,0.0,0.0,0.0,5.6,5.4,5.3,0.2097819321153749
2020-02-01,6.2,7.4,5.6,7.4,6.7,7.6,0.5084626917820415
2020-03-01,8.8,11.2,7.4,10.0,8.4,10.2,0.6886559474810915
2020-04-01,8.8,11.2,7.4,13.6,10.2,12.2,0.7808450506821667
2020-05-01,8.8,11.2,7.4,13.6,10.2,12.2,0.7808450506821667
2020-06-01,8.8,11.2,7.4,13.6,10.2,12.2,0.7808450506821667
2020-07-01,8.8,11.2,7.4,13.6,10.2,12.2,0.7808450506821667
2020-08-01,8.8,11.2,7.4,13.6,10.2,12.2,0.7808450506821667
2020-09-01,8.8,11.2,7.4,13.6,10.2,12.2,0.7808450506821667
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.6,0.5,0.0,0.014727079470827019
2020-12-01,0.0,0.0,0.0,2.4,2.4,2.8,0.09731985837575803
2021-01-01,0.0,0.0,0.0,4.9,4.2,5.6,0.1862350568700389
2021-02-01,5.1,4.7,4.3,6.3,4.7,7.1,0.40039022201379443
2021-03-01,7.0,8.2,6.3,9.2,6.9,10.3,0.5910305342604687
2021-04-01,10.2,10.2,7.5,11.1,8.6,13.3,0.7496266891604892
2021-05-01,10.2,10.2,7.5,11.1,8.6,13.3,0.7496266891604892
