,08M03,1185,465,586,739,1060,basinwide_average
2020-01-01,0.0,-999.0,7.9,8.8,8.1,10.3,0.4773783696848712
2020-02-01,7.5,-999.0,9.9,10.7,9.7,12.6,0.7100192069602567
2020-03-01,7.5,-999.0,10.9,11.7,10.6,13.0,0.7573259946695212
2020-04-01,7.5,-999.0,14.4,16.7,13.7,18.6,0.9856226279197149
2020-05-01,7.5,-999.0,14.4,16.7,13.7,18.6,0.9856226279197149
2020-06-01,7.5,-999.0,14.4,16.7,13.7,18.6,0.9856226279197149
2020-07-01,7.5,-999.0,14.4,16.7,13.7,18.6,0.9856226279197149
2020-08-01,7.5,-999.0,14.4,16.7,13.7,18.6,0.9856226279197149
2020-09-01,7.5,-999.0,14.4,16.7,13.7,18.6,0.9856226279197149
2020-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,-999.0,0.2,0.1,0.0,0.0,0.004172932330827068
2020-12-01,0.0,-999.0,2.0,2.9,1.2,2.0,0.10852887687253013
2021-01-01,0.0,-999.0,4.7,4.9,3.3,4.3,0.23403460112438443
2021-02-01,4.0,-999.0,7.6,7.0,5.3,7.3,0.4371015203317933
2021-03-01,5.9,-999.0,10.0,10.3,7.3,10.0,0.6100760381026876
2021-04-01,9.6,-999.0,12.9,13.4,8.5,12.9,0.8062266509050027
2021-05-01,-999.0,-999.0,12.9,13.4,8.5,12.9,0.804318514515883
2021-06-01,-999.0,-999.0,12.9,13.4,8.5,12.9,0.804318514515883
2021-07-01,-999.0,-999.0,12.9,13.4,8.5,12.9,0.804318514515883
2021-08-01,-999.0,-999.0,12.9,13.4,8.5,12.9,0.804318514515883
2021-09-01,-999.0,-999.0,12.9,13.4,8.5,12.9,0.804318514515883
